Source Name	Material Type	Characteristics[Organism]	Characteristics[CellLine]	Characteristics[DiseaseState]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[CELL_LINE]
SK-MEL-30	cell	Homo sapiens	SK-MEL-30	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 682	P-MTAB-22739	Labeled Extract 682	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 682	A-AFFY-113	5500024031722092907496.F03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MEL-30
SK-MEL-5	cell	Homo sapiens	SK-MEL-5	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 683	P-MTAB-22739	Labeled Extract 683	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 683	A-AFFY-113	5500024052861011409506.B04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MEL-5
SK-MES-1	cell	Homo sapiens	SK-MES-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 684	P-MTAB-22739	Labeled Extract 684	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 684	A-AFFY-113	5500024035100021608461.F05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MES-1
SK-MES-1	cell	Homo sapiens	SK-MES-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 685	P-MTAB-22739	Labeled Extract 685	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 685	A-AFFY-113	5500024052603032009483.H07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MES-1
SK-MG-1	cell	Homo sapiens	SK-MG-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 686	P-MTAB-22739	Labeled Extract 686	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 686	A-AFFY-113	5500024034290101707047.B10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MG-1
SK-MM-2	cell	Homo sapiens	SK-MM-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 687	P-MTAB-22739	Labeled Extract 687	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 687	A-AFFY-113	5500024035100021608461.E06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MM-2
SK-MM-2	cell	Homo sapiens	SK-MM-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 688	P-MTAB-22739	Labeled Extract 688	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 688	A-AFFY-113	5500024035100021608461.F10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MM-2
SK-N-AS	cell	Homo sapiens	SK-N-AS	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 689	P-MTAB-22739	Labeled Extract 689	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 689	A-AFFY-113	5500024032848101507998.H11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-N-AS
SK-N-DZ	cell	Homo sapiens	SK-N-DZ	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 690	P-MTAB-22739	Labeled Extract 690	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 690	A-AFFY-113	5500024035100021608461.A06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-N-DZ
SK-NEP-1	cell	Homo sapiens	SK-NEP-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 691	P-MTAB-22739	Labeled Extract 691	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 691	A-AFFY-113	5500024034290101707047.A10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-NEP-1
SK-N-FI	cell	Homo sapiens	SK-N-FI	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 692	P-MTAB-22739	Labeled Extract 692	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 692	A-AFFY-113	5500024034290101707047.C10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-N-FI
SK-N-FI	cell	Homo sapiens	SK-N-FI	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 693	P-MTAB-22739	Labeled Extract 693	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 693	A-AFFY-113	5500024052603032009483.C12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-N-FI
SK-OV-3	cell	Homo sapiens	SK-OV-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 694	P-MTAB-22739	Labeled Extract 694	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 694	A-AFFY-113	5500024052861011409506.A03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-OV-3
SK-UT-1	cell	Homo sapiens	SK-UT-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 695	P-MTAB-22739	Labeled Extract 695	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 695	A-AFFY-113	5500024032848101507998.H10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-UT-1
SN12C	cell	Homo sapiens	SN12C	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 696	P-MTAB-22739	Labeled Extract 696	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 696	A-AFFY-113	5500024052861011409506.A04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SN12C
SNB19	cell	Homo sapiens	SNB19	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 697	P-MTAB-22739	Labeled Extract 697	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 697	A-AFFY-113	5500024052603032009483.E08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNB19
SNG-M	cell	Homo sapiens	SNG-M	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 698	P-MTAB-22739	Labeled Extract 698	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 698	A-AFFY-113	5500024034290101707047.D10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNG-M
SNU-387	cell	Homo sapiens	SNU-387	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 699	P-MTAB-22739	Labeled Extract 699	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 699	A-AFFY-113	5500024034290101707047.E10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-387
SNU-423	cell	Homo sapiens	SNU-423	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 700	P-MTAB-22739	Labeled Extract 700	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 700	A-AFFY-113	5500024030401071707289.C11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-423
SNU-449	cell	Homo sapiens	SNU-449	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 701	P-MTAB-22739	Labeled Extract 701	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 701	A-AFFY-113	5500024031722092907496.G03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-449
SNU-475	cell	Homo sapiens	SNU-475	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 702	P-MTAB-22739	Labeled Extract 702	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 702	A-AFFY-113	5500024032848101507000.H05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-475
SNU-C1	cell	Homo sapiens	SNU-C1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 703	P-MTAB-22739	Labeled Extract 703	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 703	A-AFFY-113	5500024035100021608461.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-C1
SNU-C1	cell	Homo sapiens	SNU-C1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 704	P-MTAB-22739	Labeled Extract 704	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 704	A-AFFY-113	5500024052603032009483.H11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-C1
SNU-C2B	cell	Homo sapiens	SNU-C2B	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 705	P-MTAB-22739	Labeled Extract 705	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 705	A-AFFY-113	5500024031722092907496.D04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SNU-C2B
SR	cell	Homo sapiens	SR	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 706	P-MTAB-22739	Labeled Extract 706	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 706	A-AFFY-113	5500024052603032009483.H01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SR
ST486	cell	Homo sapiens	ST486	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 707	P-MTAB-22739	Labeled Extract 707	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 707	A-AFFY-113	5500024032848101507998.F10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	ST486
SU-DHL-1	cell	Homo sapiens	SU-DHL-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 708	P-MTAB-22739	Labeled Extract 708	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 708	A-AFFY-113	5500024031722092907496.C01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SU-DHL-1
SU-DHL-1	cell	Homo sapiens	SU-DHL-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 709	P-MTAB-22739	Labeled Extract 709	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 709	A-AFFY-113	5500024052861011409506.D12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SU-DHL-1
SUP-B8	cell	Homo sapiens	SUP-B8	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 710	P-MTAB-22739	Labeled Extract 710	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 710	A-AFFY-113	5500024030401071707289.H09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SUP-B8
SUP-T1	cell	Homo sapiens	SUP-T1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 711	P-MTAB-22739	Labeled Extract 711	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 711	A-AFFY-113	5500024032848101507998.G10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SUP-T1
SW1088	cell	Homo sapiens	SW1088	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 712	P-MTAB-22739	Labeled Extract 712	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 712	A-AFFY-113	5500024031722092907496.C05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1088
SW1116	cell	Homo sapiens	SW1116	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 713	P-MTAB-22739	Labeled Extract 713	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 713	A-AFFY-113	5500024034290101707047.G10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1116
SW13	cell	Homo sapiens	SW13	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 714	P-MTAB-22739	Labeled Extract 714	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 714	A-AFFY-113	5500024031722092907496.B05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW13
SW1417	cell	Homo sapiens	SW1417	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 715	P-MTAB-22739	Labeled Extract 715	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 715	A-AFFY-113	5500024031722092907496.D05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1417
SW1463	cell	Homo sapiens	SW1463	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 716	P-MTAB-22739	Labeled Extract 716	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 716	A-AFFY-113	5500024031722092907496.E05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1463
SW1573	cell	Homo sapiens	SW1573	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 717	P-MTAB-22739	Labeled Extract 717	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 717	A-AFFY-113	5500024032848101507000.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1573
SW1710	cell	Homo sapiens	SW1710	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 718	P-MTAB-22739	Labeled Extract 718	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 718	A-AFFY-113	5500024030401071707289.G01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1710
SW1783	cell	Homo sapiens	SW1783	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 719	P-MTAB-22739	Labeled Extract 719	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 719	A-AFFY-113	5500024032848101507998.F11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1783
SW1990	cell	Homo sapiens	SW1990	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 720	P-MTAB-22739	Labeled Extract 720	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 720	A-AFFY-113	5500024032848101507998.D11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW1990
SW403	cell	Homo sapiens	SW403	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 721	P-MTAB-22739	Labeled Extract 721	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 721	A-AFFY-113	5500024034290101707047.H10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW403
SW48	cell	Homo sapiens	SW48	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 722	P-MTAB-22739	Labeled Extract 722	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 722	A-AFFY-113	5500024032848101507000.F03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW48
SW620	cell	Homo sapiens	SW620	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 723	P-MTAB-22739	Labeled Extract 723	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 723	A-AFFY-113	5500024052861011409506.A05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW620
SW626	cell	Homo sapiens	SW626	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 724	P-MTAB-22739	Labeled Extract 724	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 724	A-AFFY-113	5500024034290101707047.F10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW626
SW684	cell	Homo sapiens	SW684	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 725	P-MTAB-22739	Labeled Extract 725	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 725	A-AFFY-113	5500024031722092907496.H05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW684
SW780	cell	Homo sapiens	SW780	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 726	P-MTAB-22739	Labeled Extract 726	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 726	A-AFFY-113	5500024032848101507998.G11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW780
SW837	cell	Homo sapiens	SW837	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 727	P-MTAB-22739	Labeled Extract 727	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 727	A-AFFY-113	5500024031722092907496.F05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW837
SW872	cell	Homo sapiens	SW872	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 728	P-MTAB-22739	Labeled Extract 728	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 728	A-AFFY-113	5500024031722092907496.G05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW872
SW900	cell	Homo sapiens	SW900	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 729	P-MTAB-22739	Labeled Extract 729	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 729	A-AFFY-113	5500024032848101507998.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW900
SW948	cell	Homo sapiens	SW948	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 730	P-MTAB-22739	Labeled Extract 730	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 730	A-AFFY-113	5500024031722092907496.H10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW948
SW954	cell	Homo sapiens	SW954	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 731	P-MTAB-22739	Labeled Extract 731	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 731	A-AFFY-113	5500024034290101707047.A11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW954
SW962	cell	Homo sapiens	SW962	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 732	P-MTAB-22739	Labeled Extract 732	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 732	A-AFFY-113	5500024052861011409506.G09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW962
SW982	cell	Homo sapiens	SW982	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 733	P-MTAB-22739	Labeled Extract 733	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 733	A-AFFY-113	5500024031722092907496.A11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SW982
T-24	cell	Homo sapiens	T-24	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 734	P-MTAB-22739	Labeled Extract 734	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 734	A-AFFY-113	5500024032848101507998.C01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	T-24
T47D	cell	Homo sapiens	T47D	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 735	P-MTAB-22739	Labeled Extract 735	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 735	A-AFFY-113	5500024052861011409506.G03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	T47D
T84	cell	Homo sapiens	T84	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 736	P-MTAB-22739	Labeled Extract 736	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 736	A-AFFY-113	5500024034290101707047.B11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	T84
T98G	cell	Homo sapiens	T98G	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 737	P-MTAB-22739	Labeled Extract 737	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 737	A-AFFY-113	5500024032848101507000.B08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	T98G
TALL-1	cell	Homo sapiens	TALL-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 738	P-MTAB-22739	Labeled Extract 738	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 738	A-AFFY-113	5500024032848101507998.E01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TALL-1
TALL-1	cell	Homo sapiens	TALL-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 739	P-MTAB-22739	Labeled Extract 739	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 739	A-AFFY-113	5500024052861011409506.E10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TALL-1
TCCSUP	cell	Homo sapiens	TCCSUP	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 740	P-MTAB-22739	Labeled Extract 740	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 740	A-AFFY-113	5500024034290101707047.C11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TCCSUP
TCO-1	cell	Homo sapiens	TCO-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 741	P-MTAB-22739	Labeled Extract 741	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 741	A-AFFY-113	5500024034290101707047.D11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TCO-1
TC-YIK	cell	Homo sapiens	TC-YIK	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 742	P-MTAB-22739	Labeled Extract 742	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 742	A-AFFY-113	5500024034290101707047.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TC-YIK
TE-1	cell	Homo sapiens	TE-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 743	P-MTAB-22739	Labeled Extract 743	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 743	A-AFFY-113	5500024034290101707047.F11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TE-1
TE-10	cell	Homo sapiens	TE-10	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 744	P-MTAB-22739	Labeled Extract 744	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 744	A-AFFY-113	5500024034290101707047.G11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TE-10
TE-11	cell	Homo sapiens	TE-11	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 745	P-MTAB-22739	Labeled Extract 745	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 745	A-AFFY-113	5500024034290101707047.H11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	TE-11
